Registration date;Total usage time;Pets;Carpet score;Sent for repair;Failure date;Battery status;Impact status;IR status
15Jan2019;556;0;6;NO;---;---;---;---
11Apr2016;2154;1;3;NO;---;---;---;---
11Dec2017;550;0;3;NO;---;---;---;---
12Mar2017;1734;1;4;NO;---;---;---;---
9Dec2015;1997;1;3;YES;15Dec2018;OK;OK;Damage
16Jan2015;1195;0;2;YES;2Nov2018;Damage;OK;OK
27Nov2016;2052;1;6;YES;25Aug2019;Damage;OK;OK
21Aug2015;121;0;5;YES;12Sep2019;Damage;OK;OK
21Oct2019;174;1;3;NO;---;---;---;---
29Apr2017;1148;0;2;NO;---;---;---;---
2Mar2016;1593;0;1;NO;---;---;---;---
28Dec2018;656;1;2;NO;---;---;---;---
9May2018;1350;1;1;NO;---;---;---;---
2Dec2017;970;0;3;NO;---;---;---;---
3May2018;599;0;4;NO;---;---;---;---
12Sep2018;423;0;4;NO;---;---;---;---
10May2018;696;1;6;NO;---;---;---;---
3Oct2015;1431;0;2;NO;---;---;---;---
12Jan2018;801;0;3;NO;---;---;---;---
28Aug2019;147;0;2;NO;---;---;---;---
27Nov2016;1010;0;1;NO;---;---;---;---
1Jun2019;738;1;4;NO;---;---;---;---
2Jul2018;1140;1;2;NO;---;---;---;---
28Aug2018;1091;1;1;NO;---;---;---;---
29May2016;1878;0;2;NO;---;---;---;---
26Feb2017;779;0;2;NO;---;---;---;---
18Aug2018;588;0;1;NO;---;---;---;---
10Jan2019;740;1;1;NO;---;---;---;---
5Mar2017;1118;0;4;NO;---;---;---;---
3May2016;2242;1;1;YES;21Nov2018;Damage;OK;OK
2Dec2018;1214;1;2;NO;---;---;---;---
13Dec2015;835;0;2;NO;---;---;---;---
29Oct2015;1003;0;2;YES;31Dec2018;Damage;OK;OK
24Jan2015;2227;1;3;YES;24Aug2018;Damage;OK;OK
13Nov2016;2119;1;3;NO;---;---;---;---
18Nov2017;1067;0;2;NO;---;---;---;---
6Jan2019;753;1;2;NO;---;---;---;---
19Jan2015;2020;1;3;YES;7Nov2017;Damage;OK;OK
27May2019;254;0;1;NO;---;---;---;---
14Jun2017;705;0;3;NO;---;---;---;---
28Dec2017;796;0;3;NO;---;---;---;---
9May2018;429;0;1;NO;---;---;---;---
1Feb2017;843;0;1;YES;10Oct2019;OK;OK;Damage
4Dec2018;291;0;3;NO;---;---;---;---
6Sep2018;550;0;2;NO;---;---;---;---
26Mar2019;233;0;3;NO;---;---;---;---
22Apr2018;1999;1;1;NO;---;---;---;---
27Aug2018;860;1;3;NO;---;---;---;---
26Jun2019;190;0;4;NO;---;---;---;---
23Dec2015;1788;1;2;NO;---;---;---;---
29Nov2019;89;1;4;NO;---;---;---;---
25Jan2019;590;0;2;NO;---;---;---;---
27Nov2017;684;0;4;NO;---;---;---;---
17Aug2017;1189;0;3;NO;---;---;---;---
18Aug2019;344;1;3;NO;---;---;---;---
26Feb2015;967;0;1;YES;31Dec2019;OK;OK;OK
13Aug2018;578;0;5;NO;---;---;---;---
10Apr2017;740;0;3;NO;---;---;---;---
13Oct2018;684;0;3;NO;---;---;---;---
10Mar2015;1970;0;5;YES;1Dec2019;Damage;OK;OK
20Jun2018;565;0;4;NO;---;---;---;---
24Sep2015;1695;0;4;NO;---;---;---;---
29Mar2016;1218;0;4;NO;---;---;---;---
4May2016;505;0;4;NO;---;---;---;---
8Dec2017;2306;1;4;YES;13Jul2019;Damage;OK;OK
23May2016;2597;1;3;YES;13Sep2019;Damage;OK;OK
24Mar2016;1130;0;5;YES;4Oct2018;Damage;OK;OK
11Feb2019;439;0;2;NO;---;---;---;---
13Oct2018;274;0;4;NO;---;---;---;---
15May2017;1073;0;4;NO;---;---;---;---
7Sep2015;1911;0;2;NO;---;---;---;---
15Nov2015;1238;0;3;NO;---;---;---;---
31Jul2019;190;0;4;NO;---;---;---;---
25Apr2016;186;1;1;YES;9Aug2016;OK;OK;Damage
3Jun2019;79;0;1;NO;---;---;---;---
30May2016;2650;1;2;YES;4Aug2019;Damage;OK;OK
21Jun2019;497;1;1;NO;---;---;---;---
15Nov2017;123;0;2;NO;---;---;---;---
24May2018;1697;1;1;NO;---;---;---;---
11Jul2018;1504;1;1;NO;---;---;---;---
26Apr2016;2542;1;4;YES;1Sep2019;Damage;OK;OK
7Sep2016;1983;1;4;NO;---;---;---;---
20Oct2016;1791;1;3;YES;10Mar2018;OK;OK;Damage
1Nov2016;1861;1;3;NO;---;---;---;---
19Sep2016;2533;1;1;YES;1Apr2019;Damage;OK;OK
28Jun2018;419;0;1;NO;---;---;---;---
23Jul2015;1991;1;3;YES;9May2018;Damage;OK;OK
18Dec2015;1278;0;3;YES;8Jun2018;Damage;OK;OK
29May2015;1519;0;2;NO;---;---;---;---
7Mar2017;1205;0;3;NO;---;---;---;---
7Aug2019;120;0;3;NO;---;---;---;---
20Mar2017;1451;0;1;NO;---;---;---;---
8May2016;2420;1;4;NO;---;---;---;---
10Feb2016;1323;0;2;NO;---;---;---;---
16Dec2018;380;0;1;NO;---;---;---;---
10Apr2016;3047;1;2;YES;15Oct2019;Damage;OK;OK
17Apr2015;2215;1;2;NO;---;---;---;---
23Nov2016;1260;0;3;NO;---;---;---;---
14Jul2019;158;0;3;NO;---;---;---;---
11Dec2015;1743;0;3;NO;---;---;---;---
4Oct2016;1137;0;2;YES;17Feb2019;Damage;OK;OK
23Apr2017;1386;0;3;NO;---;---;---;---
13Oct2019;75;0;4;NO;---;---;---;---
4Jul2015;894;0;2;YES;5Nov2017;Damage;OK;OK
7Mar2015;1191;0;1;NO;---;---;---;---
26Mar2018;415;0;2;NO;---;---;---;---
30Apr2015;1059;0;4;YES;15Mar2018;Damage;OK;OK
6Aug2016;2008;1;1;NO;---;---;---;---
23Apr2016;1011;0;6;YES;7Jun2018;Damage;OK;OK
9Dec2018;976;1;4;NO;---;---;---;---
11Sep2015;2618;1;2;YES;15Oct2019;Damage;OK;OK
29Apr2018;728;0;2;NO;---;---;---;---
16Jul2019;161;0;5;NO;---;---;---;---
9Jul2016;1981;1;2;YES;16Jan2019;Damage;OK;OK
14Aug2018;418;0;2;NO;---;---;---;---
26Oct2016;272;0;2;YES;1Oct2017;OK;OK;Damage
28Feb2017;508;0;2;NO;---;---;---;---
23Aug2018;675;0;1;NO;---;---;---;---
24Apr2016;2280;1;2;YES;25Aug2019;Damage;OK;OK
5Nov2018;517;0;3;NO;---;---;---;---
20Jul2017;935;0;2;NO;---;---;---;---
1Jun2018;643;0;5;NO;---;---;---;---
22Mar2017;2377;1;2;YES;16Nov2019;OK;Damage;OK
21Feb2018;205;0;2;NO;---;---;---;---
20Apr2018;996;1;2;NO;---;---;---;---
10Mar2015;2809;1;2;YES;26Apr2018;OK;Damage;OK
28Nov2018;263;0;3;NO;---;---;---;---
26Sep2017;995;0;2;NO;---;---;---;---
8Mar2017;401;0;4;NO;---;---;---;---
23May2015;2610;1;2;YES;2Jun2018;OK;Damage;OK
4Mar2019;541;1;3;NO;---;---;---;---
26Aug2017;548;0;2;NO;---;---;---;---
22Sep2019;160;1;3;NO;---;---;---;---
9Apr2016;1653;1;4;NO;---;---;---;---
18Oct2018;1160;1;4;NO;---;---;---;---
16Apr2017;1207;0;1;NO;---;---;---;---
22Jun2019;227;0;2;NO;---;---;---;---
6Aug2015;1253;0;5;YES;16May2018;Damage;OK;OK
29Sep2018;469;0;2;NO;---;---;---;---
4Mar2017;1020;0;1;NO;---;---;---;---
26Feb2019;323;0;5;NO;---;---;---;---
5Sep2019;43;0;2;NO;---;---;---;---
3May2016;1751;0;2;NO;---;---;---;---
30Oct2019;64;0;2;NO;---;---;---;---
21May2018;471;0;4;NO;---;---;---;---
12Jan2015;1238;0;1;YES;24Dec2018;Damage;OK;OK
9Jul2018;494;0;1;NO;---;---;---;---
31Mar2015;1028;0;3;NO;---;---;---;---
16May2015;1439;0;2;YES;1Oct2019;Damage;OK;OK
22May2015;646;1;1;NO;---;---;---;---
12Nov2019;42;0;4;NO;---;---;---;---
4Jul2015;3606;1;3;YES;10Mar2019;OK;Damage;OK
24Jan2017;1087;0;4;NO;---;---;---;---
27Nov2019;47;0;5;NO;---;---;---;---
20Feb2015;1777;0;6;NO;---;---;---;---
24Mar2019;199;0;2;NO;---;---;---;---
21Mar2018;1244;1;3;NO;---;---;---;---
13Apr2017;653;0;6;NO;---;---;---;---
1Apr2019;244;0;2;NO;---;---;---;---
9Mar2019;366;0;2;NO;---;---;---;---
7May2017;821;0;3;YES;27Sep2019;Damage;OK;OK
10Dec2019;48;1;1;NO;---;---;---;---
24Sep2017;1000;0;1;NO;---;---;---;---
9Sep2018;558;0;3;NO;---;---;---;---
16Apr2019;232;0;3;NO;---;---;---;---
23Oct2019;58;0;2;NO;---;---;---;---
22Jun2017;690;0;4;NO;---;---;---;---
18Aug2015;1711;0;2;NO;---;---;---;---
19Mar2016;1753;1;3;YES;16Sep2019;Damage;OK;OK
14Sep2015;1311;0;1;YES;27Apr2018;Damage;OK;OK
30Jul2017;1012;0;3;NO;---;---;---;---
15Apr2019;882;1;2;NO;---;---;---;---
11Jul2019;316;1;3;NO;---;---;---;---
25Jan2019;1004;1;3;NO;---;---;---;---
21Dec2017;640;0;1;NO;---;---;---;---
15Jan2019;752;1;3;NO;---;---;---;---
7Aug2018;725;0;4;NO;---;---;---;---
7Jun2018;1613;1;4;NO;---;---;---;---
19Dec2019;19;0;6;NO;---;---;---;---
5Aug2016;315;0;3;NO;---;---;---;---
19Nov2016;2498;1;5;NO;---;---;---;---
22Feb2019;563;0;2;NO;---;---;---;---
12Feb2016;513;0;1;YES;16Apr2017;Damage;OK;OK
2Nov2019;93;1;2;NO;---;---;---;---
17Jun2019;142;0;2;NO;---;---;---;---
18Jun2019;200;0;5;NO;---;---;---;---
1Jul2015;1513;0;3;YES;16Mar2019;Damage;OK;OK
2Jun2015;2002;1;1;YES;8Sep2017;Damage;OK;OK
26Sep2019;58;0;3;NO;---;---;---;---
31May2018;392;0;5;NO;---;---;---;---
27May2016;1240;0;1;NO;---;---;---;---
10Jul2017;729;0;1;NO;---;---;---;---
11Jul2017;1266;0;5;NO;---;---;---;---
3Sep2017;1679;0;1;NO;---;---;---;---
1Dec2019;21;0;6;NO;---;---;---;---
19Feb2017;2249;1;4;YES;18Feb2019;Damage;OK;OK
17Jun2016;774;0;1;NO;---;---;---;---
7Jul2015;2300;0;3;NO;---;---;---;---
27Jan2017;1743;0;1;NO;---;---;---;---
23Feb2018;691;0;1;NO;---;---;---;---
19Mar2015;1141;0;2;YES;16Jan2018;Damage;OK;OK
23Jul2019;183;0;2;NO;---;---;---;---
28May2015;3617;1;5;NO;---;---;---;---
30Sep2019;72;0;3;NO;---;---;---;---
3Oct2015;1288;0;3;NO;---;---;---;---
3Jun2018;1039;1;2;NO;---;---;---;---
7Aug2018;503;0;2;NO;---;---;---;---
26Feb2016;1602;1;2;YES;14Apr2018;Damage;OK;OK
25Jun2015;1537;1;2;YES;6Apr2017;Damage;OK;OK
26May2016;1648;1;3;YES;5Nov2018;Damage;OK;OK
1Sep2017;800;0;3;NO;---;---;---;---
8May2016;1075;0;3;NO;---;---;---;---
23Nov2017;1049;1;3;NO;---;---;---;---
20Aug2018;327;0;2;NO;---;---;---;---
7Jan2017;1271;0;2;NO;---;---;---;---
12Jan2017;800;0;3;NO;---;---;---;---
28Nov2018;507;0;4;NO;---;---;---;---
28Dec2019;2;0;3;NO;---;---;---;---
22Mar2018;1385;1;2;NO;---;---;---;---
20Dec2016;622;0;1;NO;---;---;---;---
3Jun2017;1181;1;5;YES;14Sep2018;Damage;OK;OK
17Oct2017;832;0;5;NO;---;---;---;---
17Oct2017;574;1;4;NO;---;---;---;---
2Feb2017;947;0;4;NO;---;---;---;---
11Jul2015;1461;0;2;YES;19Jul2019;Damage;OK;OK
20Apr2016;720;0;1;YES;2Jul2019;Damage;OK;OK
4Oct2019;227;1;4;NO;---;---;---;---
3Jan2019;213;0;2;NO;---;---;---;---
3Feb2018;722;0;1;NO;---;---;---;---
29Jun2016;1060;1;1;YES;6Jan2018;OK;OK;Damage
24Jul2017;1828;1;2;NO;---;---;---;---
3Jul2017;1817;1;2;NO;---;---;---;---
7Nov2016;1483;0;5;NO;---;---;---;---
11Dec2016;1407;0;3;NO;---;---;---;---
17Apr2016;1946;0;2;NO;---;---;---;---
5Jan2015;2190;0;3;YES;31Aug2019;OK;OK;OK
13May2019;340;1;5;NO;---;---;---;---
17Sep2018;710;1;2;NO;---;---;---;---
24Oct2017;1028;0;2;NO;---;---;---;---
24Oct2017;450;1;2;NO;---;---;---;---
14Aug2015;2823;1;3;YES;15Aug2018;OK;Damage;OK
26Dec2015;804;0;5;YES;26Apr2018;Damage;OK;OK
9Jan2019;261;0;7;NO;---;---;---;---
27Jul2019;193;0;4;NO;---;---;---;---
29Nov2018;520;0;1;NO;---;---;---;---
8Jul2015;2792;1;2;YES;4Nov2018;OK;Damage;OK
20Feb2017;2413;1;3;NO;---;---;---;---
10Mar2015;1269;0;2;YES;2Mar2019;Damage;OK;OK
9Mar2016;931;0;2;YES;18Mar2018;Damage;OK;OK
25Mar2016;876;0;3;YES;11May2019;Damage;OK;OK
1Nov2015;2858;1;2;YES;31Jul2019;Damage;OK;OK
4Aug2015;1250;0;2;YES;26Sep2018;Damage;OK;OK
29May2018;430;0;4;NO;---;---;---;---
4Dec2018;440;0;3;NO;---;---;---;---
27Nov2017;748;0;3;NO;---;---;---;---
2Sep2017;738;0;2;NO;---;---;---;---
9Oct2015;1274;1;2;YES;21Mar2017;Damage;OK;OK
11Oct2016;625;0;4;NO;---;---;---;---
25Sep2017;1814;1;5;NO;---;---;---;---
8Jul2017;732;0;4;NO;---;---;---;---
16Jun2018;447;0;1;NO;---;---;---;---
8Nov2015;1195;0;5;YES;19Dec2019;Damage;OK;OK
19Oct2017;1539;1;1;YES;12Sep2019;Damage;OK;OK
10Nov2017;429;0;5;NO;---;---;---;---
11Aug2019;134;0;6;NO;---;---;---;---
16Nov2017;935;0;3;NO;---;---;---;---
8Nov2019;86;0;2;NO;---;---;---;---
10May2017;1013;0;2;NO;---;---;---;---
9Dec2018;511;0;4;NO;---;---;---;---
29Jun2017;470;0;4;NO;---;---;---;---
27Feb2015;784;0;3;YES;9Apr2017;OK;OK;Damage
2Sep2015;2047;1;3;YES;7Sep2018;Damage;OK;OK
20May2019;329;0;2;NO;---;---;---;---
15Feb2019;715;1;3;NO;---;---;---;---
25Jan2016;3134;1;1;NO;---;---;---;---
6May2015;2627;0;3;YES;17Nov2019;Damage;OK;OK
2Apr2015;571;0;5;YES;29Mar2019;Damage;OK;OK
8Dec2019;36;1;4;NO;---;---;---;---
4Mar2018;1574;1;3;NO;---;---;---;---
27Sep2019;114;0;3;NO;---;---;---;---
27Nov2017;713;0;1;NO;---;---;---;---
29Jun2018;741;1;4;NO;---;---;---;---
19Jun2017;824;0;4;YES;13Oct2019;Damage;OK;OK
11Jun2015;1456;0;4;NO;---;---;---;---
23May2016;1545;0;7;YES;30Oct2019;Damage;OK;OK
29Apr2018;815;1;2;NO;---;---;---;---
28Oct2018;954;1;3;NO;---;---;---;---
29Mar2015;2304;1;2;YES;29Dec2017;Damage;OK;OK
25Feb2018;372;0;2;NO;---;---;---;---
19Dec2016;471;0;2;NO;---;---;---;---
2Oct2015;635;0;1;YES;21Jun2017;OK;OK;Damage
5Dec2018;709;1;3;NO;---;---;---;---
8Jun2015;1643;0;1;YES;31Dec2018;Damage;OK;OK
31Dec2018;275;0;1;NO;---;---;---;---
18May2015;1818;0;4;YES;14Dec2018;Damage;OK;OK
26Jul2017;1441;1;6;NO;---;---;---;---
5May2017;761;0;2;NO;---;---;---;---
11Jan2017;557;0;3;NO;---;---;---;---
26Aug2018;658;1;4;NO;---;---;---;---
7Jan2018;698;1;2;NO;---;---;---;---
11May2019;271;0;2;NO;---;---;---;---
12Apr2015;2241;0;3;NO;---;---;---;---
9May2019;224;0;3;NO;---;---;---;---
7Oct2016;2439;1;2;YES;1Feb2019;Damage;OK;OK
21Nov2017;1193;0;2;NO;---;---;---;---
29Oct2019;81;1;3;NO;---;---;---;---
14Mar2017;968;0;4;NO;---;---;---;---
17Mar2015;1043;0;2;YES;25Nov2019;Damage;OK;OK
16Jun2018;1671;1;2;NO;---;---;---;---
28Sep2019;98;1;2;NO;---;---;---;---
12Dec2017;792;0;2;NO;---;---;---;---
4Jul2018;1216;1;3;NO;---;---;---;---
25Apr2017;985;0;2;NO;---;---;---;---
18Oct2016;445;0;2;NO;---;---;---;---
18Jan2018;1400;1;6;NO;---;---;---;---
8Dec2019;55;1;2;NO;---;---;---;---
11Aug2016;2005;1;1;YES;7Jun2018;OK;Damage;OK
2Jun2017;1199;0;1;NO;---;---;---;---
30Dec2019;1;0;1;NO;---;---;---;---
8Nov2019;166;1;1;NO;---;---;---;---
8Jan2015;1302;1;3;YES;12Aug2017;Damage;OK;OK
20Jul2017;832;0;3;NO;---;---;---;---
1Sep2019;131;0;2;NO;---;---;---;---
20Jul2018;635;0;2;NO;---;---;---;---
21Dec2019;24;1;4;NO;---;---;---;---
31May2016;1459;0;4;NO;---;---;---;---
19Jul2017;429;0;1;NO;---;---;---;---
19Nov2015;1126;0;2;YES;10Jul2019;Damage;OK;OK
9Mar2019;585;1;3;NO;---;---;---;---
11Feb2015;1444;0;3;NO;---;---;---;---
7Oct2016;2380;1;1;NO;---;---;---;---
2May2016;1391;0;1;NO;---;---;---;---
16May2019;290;1;4;NO;---;---;---;---
31Oct2018;894;1;2;NO;---;---;---;---
8Apr2019;201;0;1;NO;---;---;---;---
4Sep2015;933;1;2;YES;21Jun2017;Damage;OK;OK
29Sep2015;2640;1;1;YES;18Nov2019;OK;Damage;OK
13Aug2015;553;0;5;YES;9Jul2017;OK;OK;Damage
19Jun2015;1255;0;3;NO;---;---;---;---
26Aug2016;1255;0;2;YES;24May2019;Damage;OK;OK
17May2018;66;0;2;YES;18Sep2018;OK;OK;Damage
25Oct2017;1171;0;3;NO;---;---;---;---
19Sep2015;1430;1;2;YES;1Jun2018;Damage;OK;OK
20Jul2016;1291;0;1;NO;---;---;---;---
6Aug2019;279;1;4;NO;---;---;---;---
9Jun2019;151;0;2;NO;---;---;---;---
4Jul2018;665;0;2;NO;---;---;---;---
28Jan2018;461;0;2;NO;---;---;---;---
2Aug2018;339;0;5;NO;---;---;---;---
5Jun2017;1844;1;1;NO;---;---;---;---
16Feb2018;656;0;1;NO;---;---;---;---
4Sep2015;2177;1;2;NO;---;---;---;---
13Apr2018;647;0;5;NO;---;---;---;---
16Nov2015;865;0;1;NO;---;---;---;---
17Jun2019;238;0;4;NO;---;---;---;---
22May2018;742;0;2;NO;---;---;---;---
14Sep2017;734;1;4;NO;---;---;---;---
6Nov2016;925;0;5;NO;---;---;---;---
5May2018;457;0;2;NO;---;---;---;---
30Apr2019;443;1;3;NO;---;---;---;---
18Oct2017;965;0;2;NO;---;---;---;---
4Apr2015;2850;1;1;YES;27Apr2019;OK;Damage;OK
10Mar2019;395;1;4;NO;---;---;---;---
26Feb2018;547;0;3;NO;---;---;---;---
25Jun2016;1837;0;2;YES;15Jul2019;Damage;OK;OK
1Jul2016;1295;0;3;NO;---;---;---;---
16May2015;1520;0;3;NO;---;---;---;---
23Aug2019;170;1;1;NO;---;---;---;---
2Jan2017;743;1;5;NO;---;---;---;---
29Apr2018;524;0;1;NO;---;---;---;---
15Feb2015;1825;0;2;YES;1Oct2019;OK;Damage;OK
6Oct2015;2630;1;2;YES;25Jun2019;Damage;OK;OK
28Sep2015;2160;1;2;YES;24May2018;Damage;OK;OK
24Jun2015;1897;0;4;NO;---;---;---;---
21Jun2017;1641;0;1;NO;---;---;---;---
14Dec2017;1519;1;4;NO;---;---;---;---
1Oct2015;18;0;6;YES;30Oct2015;OK;OK;Damage
23Nov2016;707;0;4;YES;9Sep2019;Damage;OK;OK
11Dec2018;321;0;3;NO;---;---;---;---
2May2017;1035;0;5;YES;17Dec2019;Damage;OK;OK
25May2017;736;0;2;NO;---;---;---;---
3Mar2017;1017;0;2;NO;---;---;---;---
1Nov2015;2095;0;2;NO;---;---;---;---
20Sep2018;394;0;3;NO;---;---;---;---
25Jan2019;233;0;2;NO;---;---;---;---
15Sep2015;4019;1;3;YES;26May2019;OK;Damage;OK
6Oct2016;1574;0;2;NO;---;---;---;---
31Dec2019;0;1;1;NO;---;---;---;---
21Aug2018;1001;1;1;NO;---;---;---;---
29Jan2018;826;1;1;NO;---;---;---;---
2Oct2017;787;0;1;NO;---;---;---;---
24Jun2016;869;0;8;NO;---;---;---;---
7Apr2017;2581;1;5;YES;15Aug2019;OK;Damage;OK
18Mar2017;1076;1;5;NO;---;---;---;---
13Oct2015;2221;1;1;YES;21May2018;OK;Damage;OK
13Jul2018;725;0;4;NO;---;---;---;---
8Jan2015;3022;1;1;YES;24Sep2018;Damage;OK;OK
7Sep2018;1156;1;2;NO;---;---;---;---
13Feb2015;2506;1;3;YES;24Sep2017;Damage;OK;OK
11Mar2015;1158;0;4;NO;---;---;---;---
24Apr2015;1624;0;2;YES;16Aug2019;Damage;OK;OK
5Feb2015;2989;1;2;YES;2Nov2017;Damage;OK;OK
17Feb2016;2538;1;2;YES;8May2019;Damage;OK;OK
27Apr2017;978;0;2;NO;---;---;---;---
11May2019;183;0;1;NO;---;---;---;---
29Dec2018;414;1;1;NO;---;---;---;---
9May2016;1070;0;2;NO;---;---;---;---
30Oct2017;1601;1;2;YES;3Feb2019;OK;OK;Damage
23Feb2015;912;1;1;YES;5Aug2019;OK;OK;OK
28Mar2019;148;0;2;NO;---;---;---;---
14Nov2015;2091;0;1;NO;---;---;---;---
13Apr2018;886;1;4;NO;---;---;---;---
17Mar2018;2037;1;7;NO;---;---;---;---
19Apr2018;728;1;2;NO;---;---;---;---
31Jan2018;915;0;3;NO;---;---;---;---
8Oct2019;97;0;5;NO;---;---;---;---
12Nov2015;1459;0;6;YES;3Aug2019;OK;OK;Damage
21Sep2015;1863;0;5;NO;---;---;---;---
7Jun2016;2172;1;1;NO;---;---;---;---
27Jan2016;1702;0;1;NO;---;---;---;---
21Sep2017;802;0;3;NO;---;---;---;---
4Apr2018;693;0;3;NO;---;---;---;---
4Jun2016;1428;0;1;NO;---;---;---;---
1Jan2018;966;0;4;NO;---;---;---;---
18Aug2017;790;0;4;NO;---;---;---;---
27Jan2015;843;0;1;YES;2Jun2019;OK;OK;OK
23Jan2019;751;1;3;NO;---;---;---;---
10Jul2018;639;1;3;NO;---;---;---;---
8Feb2018;1591;1;2;NO;---;---;---;---
29Jun2015;1425;1;5;YES;27Jan2017;Damage;OK;OK
14May2018;962;1;1;NO;---;---;---;---
21Jul2015;218;0;3;YES;15Mar2016;OK;OK;Damage
17Oct2018;582;0;2;NO;---;---;---;---
16Oct2019;68;0;2;NO;---;---;---;---
25Oct2015;1393;0;4;YES;8Apr2018;Damage;OK;OK
21May2019;385;1;4;NO;---;---;---;---
16Aug2016;1071;0;2;NO;---;---;---;---
19Feb2016;194;1;1;YES;11May2016;OK;OK;Damage
8Feb2018;443;0;3;NO;---;---;---;---
5Oct2019;93;0;2;NO;---;---;---;---
22Mar2015;645;0;2;NO;---;---;---;---
28Jun2016;2540;1;1;YES;26Dec2019;Damage;OK;OK
11Sep2015;941;0;1;YES;15Feb2017;OK;OK;Damage
29Mar2019;238;0;1;NO;---;---;---;---
4Mar2017;1433;0;2;NO;---;---;---;---
31Jul2019;388;1;1;NO;---;---;---;---
18Oct2015;2146;1;3;YES;20Apr2018;Damage;OK;OK
17Jul2019;120;0;1;NO;---;---;---;---
6Jul2019;214;0;5;NO;---;---;---;---
23Jun2019;392;1;2;NO;---;---;---;---
7Aug2019;263;1;2;NO;---;---;---;---
7Dec2016;911;0;2;NO;---;---;---;---
3Jul2016;1673;0;2;YES;10Nov2019;Damage;OK;OK
17Jun2016;1525;0;1;NO;---;---;---;---
23Apr2018;704;1;2;NO;---;---;---;---
23Jun2019;249;0;1;NO;---;---;---;---
5Nov2015;2070;0;3;NO;---;---;---;---
10May2017;1055;0;4;NO;---;---;---;---
9Aug2016;2504;1;3;YES;14Feb2019;Damage;OK;OK
27Mar2016;2960;1;5;YES;29May2019;Damage;OK;OK
3Sep2016;3279;1;3;YES;25Nov2019;Damage;OK;OK
6Oct2015;1467;0;1;NO;---;---;---;---
25Nov2018;580;1;5;NO;---;---;---;---
8Jul2019;184;0;2;NO;---;---;---;---
23Aug2017;792;0;2;YES;27Oct2019;Damage;OK;OK
17Nov2018;599;0;2;NO;---;---;---;---
10Dec2017;1062;0;2;NO;---;---;---;---
27Aug2019;168;0;1;NO;---;---;---;---
12Dec2015;941;1;4;YES;31Mar2018;Damage;OK;OK
3May2016;1709;1;2;YES;30Sep2018;Damage;OK;OK
5Oct2017;978;0;2;NO;---;---;---;---
5Jan2018;621;0;3;NO;---;---;---;---
17Jan2018;1492;1;3;NO;---;---;---;---
11Sep2015;2525;1;4;YES;30May2019;Damage;OK;OK
20Jan2019;841;1;4;NO;---;---;---;---
2Sep2017;979;0;2;NO;---;---;---;---
10Jul2016;1978;1;1;NO;---;---;---;---
29Dec2015;1315;0;6;YES;19Sep2019;OK;OK;OK
14Oct2017;698;0;4;NO;---;---;---;---
4Apr2018;847;0;2;NO;---;---;---;---
22Feb2018;1783;1;2;NO;---;---;---;---
4Jun2017;956;0;2;NO;---;---;---;---
30Sep2015;1877;0;1;NO;---;---;---;---
18Aug2019;118;1;3;NO;---;---;---;---
12Jun2015;1996;0;2;YES;18Oct2019;OK;OK;OK
14Feb2018;1671;1;2;NO;---;---;---;---
2Nov2018;262;0;6;NO;---;---;---;---
18Sep2016;1709;0;2;NO;---;---;---;---
15Jan2019;368;0;4;NO;---;---;---;---
16Mar2015;1352;1;3;YES;3Oct2017;Damage;OK;OK
21Feb2018;2157;1;3;NO;---;---;---;---
17Aug2016;1253;0;2;NO;---;---;---;---
1Feb2019;494;0;3;NO;---;---;---;---
24May2016;2689;1;1;YES;10Nov2019;Damage;OK;OK
22Feb2019;293;0;3;NO;---;---;---;---
16May2019;253;0;2;NO;---;---;---;---
14Jun2019;284;0;2;NO;---;---;---;---
19May2018;625;0;5;NO;---;---;---;---
2Sep2017;430;0;2;YES;28Oct2018;OK;OK;Damage
23May2016;2536;1;6;NO;---;---;---;---
10Dec2018;354;0;5;NO;---;---;---;---
13Dec2017;1577;1;3;NO;---;---;---;---
3Feb2016;2507;1;2;YES;18Mar2019;Damage;OK;OK
7Oct2017;1516;1;3;NO;---;---;---;---
14Jan2016;1466;0;2;NO;---;---;---;---
22Feb2018;824;0;1;NO;---;---;---;---
30Oct2019;78;0;6;NO;---;---;---;---
30Nov2016;67;0;1;YES;31Jan2017;OK;OK;Damage
10Aug2017;1028;0;2;YES;24Dec2019;Damage;OK;OK
30May2019;300;0;3;NO;---;---;---;---
1Sep2015;2147;0;4;NO;---;---;---;---
11Jul2019;151;1;2;NO;---;---;---;---
20Mar2017;1171;0;1;NO;---;---;---;---
9Aug2015;2090;0;2;NO;---;---;---;---
26Jun2016;923;0;3;YES;11Jan2019;Damage;OK;OK
15Mar2019;504;1;3;NO;---;---;---;---
24Feb2015;1070;0;1;NO;---;---;---;---
20Feb2016;1217;1;4;YES;19Mar2018;OK;OK;Damage
30Apr2017;2539;1;2;NO;---;---;---;---
9Dec2017;643;0;2;NO;---;---;---;---
22Sep2018;447;0;4;NO;---;---;---;---
17Mar2019;366;0;2;NO;---;---;---;---
7Feb2019;273;0;2;NO;---;---;---;---
12Jun2018;1189;1;3;NO;---;---;---;---
26Aug2017;538;0;5;NO;---;---;---;---
25Jun2017;1843;1;1;NO;---;---;---;---
4Nov2019;43;1;1;NO;---;---;---;---
9Sep2017;400;0;5;NO;---;---;---;---
